"id","license_date","name","phone","city","district","road_address","loc_address","zipcode","lat","lng","status","created_at","updated_at"
15,20210114,베스트 프렌즈 동물병원,**********,경기도,평택시,경기도 평택시 송탄고가길 2 (신장동),경기도 평택시 신장동 51-2,17752,"398702.2578","204753.6794",정상,"2021-11-09 14:23:05","2021-11-09 14:23:05"
16,20210106,KABB 동물병원,**********,대구광역시,수성구,"대구광역시 수성구 용학로48길 24, 2/3층 (지산동)",대구광역시 수성구 지산동 1207-12,42221,"258943.3948","347698.3732",정상,"2021-11-09 14:23:05","2021-11-09 14:23:05"
17,20201218,고흥미소동물병원,**********,전라남도,고흥군,전라남도 고흥군 고흥읍 홍교길 23,전라남도 고흥군 고흥읍 남계리 943,59538,"123463.7289","225940.9558",정상,"2021-11-09 14:23:05","2021-11-09 14:23:05"
18,20201229,중리 더펫 동물병원,**********,대전광역시,대덕구,"대전광역시 대덕구 계족로 544, 2층 (중리동)",대전광역시 대덕구 중리동 126-1,34422,"317810.4929","238731.1492",정상,"2021-11-09 14:23:05","2021-11-09 14:23:05"
19,20201228,센트럴동물병원,"02-3428-0045",서울특별시,강동구,"서울특별시 강동구 고덕로 399, 메가스퀘어동 2층 225호 (고덕동, 고덕센트럴푸르지오)",서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오 메가스퀘어동 225호,5222,"450615.471","214958.714",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
20,20210105,아림동물병원,**********,경상남도,거창군,경상남도 거창군 거창읍 수남로 2287,경상남도 거창군 거창읍 김천리 365-10,50143,"243243.6601","282536.9482",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
21,20201229,보령축협 동물병원,"041-932-0036",충청남도,보령시,"충청남도 보령시 번영로 17, 보령축협농협 (대천동)",충청남도 보령시 대천동 438-2 보령축협농협,33454,"317202.6551","163528.6707",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
22,20201229,초원동물병원,**********,전라북도,부안군,"전라북도 부안군 부안읍 용계길 36, 한빛수학교실",전라북도 부안군 부안읍 선은리 182 한빛수학교실,56307,"247621.7573","176587.6614",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
23,20201229,올리브동물병원,"02-2135-5866",서울특별시,구로구,"서울특별시 구로구 중앙로 64, 고척프라자 (고척동)",서울특별시 구로구 고척동 50-48 고척프라자,8218,"444629.7048","187798.8693",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
24,20210202,아라양돈동물병원,**********,경기도,이천시,경기도 이천시 설성면 진상미로167번길 4,경기도 이천시 설성면 제요리 685-19,17413,"400470.0077","248695.5803",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
25,20210121,돌봄 동물병원,"051-751-7585",부산광역시,해운대구,"부산광역시 해운대구 센텀2로 33, 센텀뷰라움 107호 (우동)",부산광역시 해운대구 우동 1508 센텀뷰라움,48060,"187325.7713","394304.2715",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
26,20210121,클럽펫월드 하루동물병원,"533820090",대구광역시,북구,대구광역시 북구 유통단지로7길 107 (검단동),대구광역시 북구 검단동 573,41503,"269220.8476","345574.2655",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
27,20210121,데이동물의료센터,"031-791-7583",경기도,하남시,"경기도 하남시 미사강변동로 121, 더랜드시티 1층 101,102호 (망월동)","경기도 하남시 망월동 1093-3 더랜드시티, 101호 102호",12913,"451475.4092","216839.9024",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
28,20201223,웰니스동물병원 스타필드 고양,"031-5173-1487",경기도,고양시,"경기도 고양시 덕양구 고양대로 1955, 스타필드 고양 1층 1100호 (동산동)",경기도 고양시 덕양구 동산동 370 스타필드 고양 1100호,10595,"560834.9079","190715.6543",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
29,20210121,자람동물병원,**********,전라남도,영암군,전라남도 영암군 신북면 황금동로 75-3,전라남도 영암군 신북면 월평리 820-45,58401,"154493.8117","171776.9384",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
30,20201207,크라운 동물병원,**********,제주특별자치도,제주시,"제주특별자치도 제주시 조천읍 비자림로 702-57, 1층",제주특별자치도 제주시 조천읍 교래리 580,63346,-7177.127157,"170002.2452",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
31,20201202,배산 동물병원,"051-755-1175",부산광역시,기장군,부산광역시 기장군 기장읍 차성로 286,부산광역시 기장군 기장읍 대라리 417-16,46066,"195982.2437","401439.6706",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
32,20201207,현대동물병원,**********,경상북도,청도군,경상북도 청도군 청도읍 냉정길 8,경상북도 청도군 청도읍 고수리 152-1,38340,"240013.63","357391.6583",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
33,20201217,진리동물병원,**********,광주광역시,광산구,"광주광역시 광산구 평동로800번길 33, 2층 (옥동)",광주광역시 광산구 옥동 162-5,62420,"180554.6194","178076.0379",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
34,20201224,신세계동물병원,**********,경상북도,예천군,"경상북도 예천군 호명면 호명로 557-9, 1층 2호",경상북도 예천군 호명면 오천리 285-1,36848,"344925.8692","331436.438",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
35,20201202,스마트 정형외과 신경외과 동물병원,**********,서울특별시,강남구,"서울특별시 강남구 도산대로 213, 2층 (신사동)",서울특별시 강남구 신사동 587-13 2층,6026,"446499.5821","202580.5891",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
36,20201203,원러브동물의료센터,"02-6956-0040",서울특별시,성북구,"서울특별시 성북구 아리랑로 75, 상가3동 1층 110호 (돈암동, 돈암코오롱하늘채)",서울특별시 성북구 돈암동 644 돈암코오롱하늘채,2826,"455205.3252","201051.0722",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
37,20201204,수아인동물병원,**********,충청북도,음성군,"충청북도 음성군 감곡면 음성로 2164, 1층 102호",충청북도 음성군 감곡면 원당리 191-3 102호,27613,"397274.1399","254716.6213",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
38,20201221,지웅동물병원,**********,전라남도,무안군,"전라남도 무안군 삼향읍 남악4로60번나길 6, 1층 102호",전라남도 무안군 삼향읍 남악리 1556 1층 102호호,58567,"146007.1277","151385.5548",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
39,20210111,원 애니멀 씨앤씨(원 Animal CNC),"053-852-4709",경상북도,경산시,경상북도 경산시 하양읍 하양로 183,경상북도 경산시 하양읍 동서리 1090,38417,"270155.6067","364747.0379",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
40,20210111,와이제이클리닉,**********,경상북도,군위군,경상북도 군위군 군위읍 중앙1길 15,경상북도 군위군 군위읍 서부리 151-29,39018,"304472.3026","340737.1965",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
41,20201205,척척 동물의료센터,"522327575",울산광역시,동구,"울산광역시 동구 방어진순환도로 652, 테라스파크 301,302,304호 (일산동)",울산광역시 동구 일산동 945,44056,"224949.0991","420356.2744",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
42,20201214,준마동물병원,**********,제주특별자치도,제주시,"제주특별자치도 제주시 구좌읍 중산간동로 1909, 2동",제주특별자치도 제주시 구좌읍 덕천리 1325,63356,-1627.537553,"176802.4374",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
43,20210104,카디오 동물의료병원,**********,강원도,춘천시,"강원도 춘천시 효제길 17-1, 1층 (효자동)",강원도 춘천시 효자동 154-22,24334,"485740.403","264648.3183",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
44,20201216,임재성동물의료센터,"02-451-7582",서울특별시,강남구,"서울특별시 강남구 일원로9길 74, 1층, 지하1층 (일원동)","서울특별시 강남구 일원동 645-11 1층, 지하1층",6342,"443200.3097","207669.4237",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
45,20201212,베테랑동물병원,**********,경기도,화성시,"경기도 화성시 동탄순환대로 245, 성민리치타워(SMP) 2층 (산척동)",경기도 화성시 산척동 724-4,18501,,,정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
46,20201216,바른동물병원,"032-330-7522",인천광역시,연수구,"인천광역시 연수구 랜드마크로 68, 판매시설동 1층 8호 (송도동, 랜드마크시티센트럴더샵)",인천광역시 연수구 송도동 311 랜드마크시티센트럴더샵 판매시설동 1층 8호,22018,"434891.0077","166239.0078",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
47,20201216,모두애동물병원,"032-832-7275",인천광역시,연수구,"인천광역시 연수구 센트럴로 415, 힐스테이트 송도 더테라스 판매시설S동 170호 (송도동)",인천광역시 연수구 송도동 316 힐스테이트 송도 더테라스 판매시설S동 170호,22020,"434329.2557","166870.8871",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
48,20201230,사바나동물병원,"031-424-7515",경기도,의왕시,"경기도 의왕시 포일로 20, 래미안에버하임아파트 상가,사바나동물병원 (내손동)","경기도 의왕시 내손동 842 래미안에버하임아파트 상가, 농협은행",16024,"431780.392","197856.4764",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
49,20210107,해올동물병원,"064-732-2660",제주특별자치도,제주시,"제주특별자치도 제주시 조천읍 비자림로 685-8, 1층",제주특별자치도 제주시 조천읍 교래리 552-4,63346,-6567.424035,"170183.9889",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
50,20210107,우리동물병원,**********,전라남도,무안군,"전라남도 무안군 현경면 현해로 77, 노래연습장",전라남도 무안군 현경면 외반리 560-3 노래연습장,58512,"169240.8711","146320.1864",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
51,20201127,하트동물의료센터,"031-985-8075",경기도,김포시,"경기도 김포시 걸포2로 49, 파인스타S1 2층 204,205호 (걸포동)",경기도 김포시 걸포동 260,10099,"459188.6675","173677.8212",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
52,20181121,대영동물병원,**********,전라북도,완주군,"전라북도 완주군 용진읍 가목길 21, 104동 1층 6호 (덕천하이트아파트)",전라북도 완주군 용진읍 신지리 877번지 덕천하이트아파트 104동 106호,55350,"269351.5702","215474.9843",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
53,20181214,나무쉼터 동물병원,"042-536-5002",대전광역시,중구,"대전광역시 중구 수침로 67-7, 1층 (태평동)",대전광역시 중구 태평동 264-25번지,34893,"313948.8052","235828.7886",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
54,20181218,순창 동물병원,**********,전라북도,순창군,"전라북도 순창군 순창읍 유등로 12, LS 농업기계 순창대리점",전라북도 순창군 순창읍 남계리 892-7,56032,"207973.134","213590.0487",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
55,20181122,제이준 말전문 동물병원,**********,전라북도,장수군,전라북도 장수군 장계면 한들로 76,전라북도 장수군 장계면 장계리 244-9번지,55613,"248094.655","252440.4556",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
56,20181122,유성튼튼동물병원,"428257551",대전광역시,유성구,대전광역시 유성구 죽동로279번길 5-3 (죽동),대전광역시 유성구 죽동 718-6번지,34127,"318983.5067","230312.9691",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
57,20181217,위더스 동물메디컬센터 부설 동물보호센터,**********,경기도,여주시,경기도 여주시 능서면 능서공원길 34,경기도 여주시 능서면 신지리 764-4번지,12641,"421860.4524","250990.1547",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
58,20181221,바른동물병원,"044-866-7975",세종특별자치시,다정동,"세종특별자치시 다정중앙로 51, 더다정빌딩 204호 (다정동)",세종특별자치시 다정동 7-3번지 더다정빌딩,30124,"332686.0726","222215.8873",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
59,20181221,웰니스동물병원(고잔점),"401-7200",경기도,안산시,"경기도 안산시 단원구 광덕대로 175, 삼성홈플러스 3층 (고잔동)",경기도 안산시 단원구 고잔동 707-2 삼성홈플러스,15471,"423338.2237","184766.0708",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
60,20181210,도도 동물병원,**********,경상남도,사천시,"경상남도 사천시 사남면 사천대로 1652, 도도 동물병원",경상남도 사천시 사남면 월성리 16-6번지 도도 동물병원,52532,"174628.4636","297976.891",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
61,20181210,자곡퍼스트동물의료센터,"445-7588",서울특별시,강남구,"서울특별시 강남구 자곡로 114, 서강플라자 2층 201호 (자곡동)",서울특별시 강남구 자곡동 636번지 서강플라자,6373,"441097.9172","208422.8569",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
62,20181128,광주광역시 야생동물구조관리센터,"062-613-6651",광주광역시,서구,광주광역시 서구 무진대로 576 (유촌동),광주광역시 서구 유촌동 820-111,61954,"184814.1949","185676.5695",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
63,20181119,리더스동물병원,"051-701-7588",부산광역시,해운대구,"부산광역시 해운대구 해운대로 814, 세종월드프라자 A동 301호 (좌동)",부산광역시 해운대구 좌동 1479-3번지 세종월드프라자,48111,"187771.5114","398330.5165",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
64,20181114,최영민 동물의료센터,"02-546-9539",서울특별시,강남구,"서울특별시 강남구 논현로132길 24, 양현빌딩 2층/5층 (논현동)",서울특별시 강남구 논현동 88-4번지 양현빌딩 2층/5층,6052,"445881.0737","202792.5597",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
65,20190102,만세동물병원,"031-319-7583",경기도,시흥시,"경기도 시흥시 배곧4로 95, 지음프라자 101호 (정왕동)",경기도 시흥시 정왕동 1772-31번지 지음프라자,15010,"430337.7534","176386.486",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
66,20190103,엘림동물병원,**********,광주광역시,광산구,광주광역시 광산구 선운로2번길 39 (선암동),광주광역시 광산구 선암동 678번지,62402,"183052.7989","179284.85",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
67,20181206,송악 동물병원,"358-7975",충청남도,당진시,충청남도 당진시 송악읍 샘건너길 2,충청남도 당진시 송악읍 기지시리 253-5번지,31733,"377955.3436","172164.743",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
68,20181130,진영조은동물병원,"055-343-7586",경상남도,김해시,"경상남도 김해시 진영읍 본산로 9, 3층",경상남도 김해시 진영읍 여래리 970번지,50858,"202186.1564","357966.1593",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
69,20181205,유니온동물의료센터,"537628899",대구광역시,수성구,대구광역시 수성구 청수로 135 (황금동),대구광역시 수성구 황금동 848-1번지,42149,"261240.2002","346586.5921",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
70,20181121,동물병원루니,"031-719-9545",경기도,성남시,"경기도 성남시 분당구 미금로 251, 112,201,202,203호 (금곡동, 청솔마을성원아파트)",경기도 성남시 분당구 금곡동 143번지 청솔마을성원아파트,13618,"427827.3413","209687.8246",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
71,20181121,우정동물병원,**********,제주특별자치도,제주시,제주특별자치도 제주시 한림읍 귀덕남동1길 2,제주특별자치도 제주시 한림읍 귀덕리 154-1번지,63025,-8131.4596,"134569.6416",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
72,20181121,현대동물병원,**********,경기도,고양시,"경기도 고양시 일산서구 고봉로 317, 1층 (일산동)",경기도 고양시 일산서구 일산동 573번지,10339,"465036.8864","180268.4015",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
73,20181112,홍경태동물의료원,"273-0015",경상북도,포항시,"경상북도 포항시 북구 새천년대로 587, 1층 (용흥동)",경상북도 포항시 북구 용흥동 618-39번지 1층,37700,"283238.5269","412089.4583",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
74,20181112,콩닥 동물병원,"02-6383-0303",서울특별시,마포구,"서울특별시 마포구 마포대로 127, 풍림브이아이피텔 (공덕동)",서울특별시 마포구 공덕동 404 풍림브이아이피텔,4144,"449330.8007","195703.4253",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
75,20181107,마루동물병원,**********,경기도,평택시,"경기도 평택시 용죽3로 12, 101호 (용이동)",경기도 평택시 용이동 686-2번지 101호,17870,"387934.6653","211134.8119",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
76,20190102,푸른들동물병원,"26991222",서울특별시,강서구,"서울특별시 강서구 양천로 663-1, 1층 (염창동)",서울특별시 강서구 염창동 246-11번지,7543,"449996.4849","188516.7532",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
77,20181220,용산동물병원,"043-847-7582",충청북도,충주시,충청북도 충주시 형설로 54-11 (용산동),충청북도 충주시 용산동 1953번지,27403,"384575.3262","283790.7972",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
78,20190102,원동물병원,"031-797-5528",경기도,광주시,경기도 광주시 경안천로 131 (송정동),경기도 광주시 송정동 8-6번지,12740,"435030.6131","224161.6271",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
79,20181226,MVP동물병원,"632278575",전라북도,전주시,"전라북도 전주시 완산구 세내로 285, 샘물아동병원 1층 108호 (효자동3가)",전라북도 전주시 완산구 효자동3가 1542-1번지 샘물아동병원,54969,"257278.4175","209998.005",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
80,20181228,호명동물병원,**********,경상북도,예천군,"경상북도 예천군 호명면 새움3로 26, 에비뉴타워 203호",경상북도 예천군 호명면 산합리 1412번지 에비뉴타워 203호,36849,"342744.6738","333257.6312",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
81,20181226,숲동물병원,"051-742-7585",부산광역시,해운대구,"부산광역시 해운대구 마린시티3로 37, 한일오르듀 207호 (우동)",부산광역시 해운대구 우동 1435-3 한일오르듀,48118,"186145.1302","395534.3219",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
82,20181203,더싼 동물병원,"02-932-8575",서울특별시,노원구,"서울특별시 노원구 동일로 1363, 명지프라자빌딩 102호 (상계동)",서울특별시 노원구 상계동 746-4번지 명지프라자빌딩 102호,1763,"460895.3197","205337.119",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
83,20181229,라이프동물병원,"064-746-7579",제주특별자치도,제주시,제주특별자치도 제주시 노형3길 21-1 (노형동),제주특별자치도 제주시 노형동 3794-6번지,63088,-1403.530311,"151223.6233",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
84,20181229,제주피그클리닉,"064-796-1136",제주특별자치도,제주시,제주특별자치도 제주시 한림읍 한림로 580,제주특별자치도 제주시 한림읍 동명리 1695번지,63013,-9498.383813,"130975.8333",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
85,20181213,대구착한동물병원,"710-7582",대구광역시,달성군,대구광역시 달성군 다사읍 서재로12길 26,대구광역시 달성군 다사읍 서재리 181,42928,"264106.2154","334902.493",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
86,20181213,남청송 동물병원,**********,경상북도,청송군,경상북도 청송군 안덕면 안덕로 83,경상북도 청송군 안덕면 명당리 432-3번지,37451,"311650.0927","375986.9595",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
87,20181109,이을반려동물케어센터,"02-593-7575",서울특별시,서초구,"서울특별시 서초구 사평대로20길 3, 신화빌딩 1층 (반포동)",서울특별시 서초구 반포동 106-13 신화빌딩,6576,"444104.3816","199683.7659",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
88,20181109,스마일동물병원,"070-4064-8275",경상남도,김해시,경상남도 김해시 분성로 116 (외동),경상남도 김해시 외동 533-2번지,50961,"193938.5504","369222.2156",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
89,20181109,서정동물병원,"02-930-7161",서울특별시,노원구,"서울특별시 노원구 동일로 1626, 1층 (상계동)",서울특별시 노원구 상계동 1025-32번지 1층,1630,"463464.8123","204855.3352",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
90,20181219,마로동물병원,"061-363-9482",전라남도,곡성군,전라남도 곡성군 곡성읍 학교로 122,전라남도 곡성군 곡성읍 읍내리 441-1번지,57535,"198298.143","226598.8255",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
91,20161222,수암동물병원,**********,충청북도,괴산군,충청북도 괴산군 괴산읍 임꺽정로 159,충청북도 괴산군 괴산읍 서부리 712-6번지,28027,"368596.2722","269469.7982",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
92,20161210,김동물병원,**********,"","",충청북도 괴산군 사리면 문화2길 1,,28046,"368480.2763","257813.3993",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
93,19870213,목도 동물병원,**********,충청북도,괴산군,,충청북도 괴산군 불정면 목도리 296-7번지,,"374853.338","276072.2094",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
94,19870213,김종하 동물병원,**********,충청북도,괴산군,,충청북도 괴산군 괴산읍 동부리 672-4번지,,"367754.2076","270631.5809",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
95,20181002,산책 동물병원,"02-715-7575",서울특별시,마포구,서울특별시 마포구 창전로 50-1 (구수동),서울특별시 마포구 구수동 56-8,4087,"449401.7743","193979.0461",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
96,20180917,동물병원도담도담,**********,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남원읍 태위로723번길 31-11,제주특별자치도 서귀포시 남원읍 남원리 214-7번지,63621,-23769.24778,"173933.9226",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
97,20150518,박학규동물병원,**********,"","",경상남도 하동군 하동읍 경서대로 219,,52324,"175014.1316","268899.3396",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
98,20130902,사랑동물병원,"055-884-6716",경상남도,하동군,경상남도 하동군 하동읍 경서대로 168,경상남도 하동군 하동읍 읍내리 208-2번지,52330,"174778.3648","268465.3003",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
99,20080327,하동동물병원,**********,경상남도,하동군,경상남도 하동군 하동읍 경서대로 154,경상남도 하동군 하동읍 읍내리 211-8,52330,"174657.0424","268382.9642",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
100,19791024,현대동물병원,**********,경상남도,하동군,경상남도 하동군 옥종면 옥종중앙길 64-1,경상남도 하동군 옥종면 청룡리 123,52313,"187227.3453","280057.3076",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
101,19760120,진교가축병원,**********,경상남도,하동군,경상남도 하동군 진교면 민다리길 84-1,경상남도 하동군 진교면 진교리 426,52344,"170406.0","282286.0",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
102,20020412,우주동물병원,"043 -838 -4275",충청북도,증평군,충청북도 증평군 증평읍 창신로 45,충청북도 증평군 증평읍 창동리 791번지,27928,"364621.6104","251554.0761",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
103,20011126,증평동물병원,**********,충청북도,증평군,충청북도 증평군 증평읍 중앙로 230,충청북도 증평군 증평읍 교동리 39번지,27931,"365065.8661","252010.4076",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
104,20001102,우리동물병원,"836-4020",충청북도,증평군,충청북도 증평군 증평읍 중앙로 170-3,충청북도 증평군 증평읍 신동리 111번지,27937,"364637.4853","251610.5485",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
105,20000314,나래종합동물병원,"929-5496",서울특별시,성북구,서울특별시 성북구 동소문로 66 (동소문동3가),서울특별시 성북구 동소문동3가 79번지,2860,"454342.9189","201076.1157",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
106,19990106,한사랑동물병원,**********,서울특별시,성북구,서울특별시 성북구 성북로 27 (성북동1가),서울특별시 성북구 성북동1가 115-23번지,2880,"454227.1418","200269.1844",정상,"2021-11-09 14:23:06","2021-11-09 14:23:06"
