"id","user_id","pet_breed_id","image_id","name","birth","gender","neuter_yn","weight_kg","color","account","animal_regnum","pet_owner_name","ai_inference_data","site_gb","created_at","updated_at"
95,130,2005,87,내사랑강쥐12,"2021-09-19",남자,y,5.0,갈색,"210919-2005-0095","","","",petfins,"2021-09-19 08:33:29","2021-10-28 10:58:41"
96,177,1204,92,불리,"2015-04-11",여자,n,22.0,흰색,"150411-1204-0096","","","",petfins,"2021-09-22 14:28:08","2021-10-28 10:58:41"
97,206,1101,96,멍멍이,"2021-09-24",남자,y,1.0,황색,"210924-1101-0097","","","",petfins,"2021-09-24 17:32:59","2021-10-28 10:58:41"
98,206,1101,97,멍멍이,"2021-09-24",남자,y,1.0,황색,"210924-1101-0098","","","",petfins,"2021-09-24 17:33:01","2021-10-28 10:58:41"
99,206,1101,98,비,"2021-09-24",여자,y,1.0,황색,"210924-1101-0099","","","",petfins,"2021-09-24 17:35:28","2021-10-28 10:58:41"
100,206,1101,99,비,"2021-09-24",여자,y,1.0,황색,"210924-1101-0100","","","",petfins,"2021-09-24 17:35:29","2021-10-28 10:58:41"
101,206,1101,101,비,"2021-09-24",여자,y,1.0,황색,"210924-1101-0101","","","",petfins,"2021-09-24 17:35:29","2021-10-28 10:58:41"
102,206,1101,100,비,"2021-09-24",여자,y,1.0,황색,"210924-1101-0102","","","",petfins,"2021-09-24 17:35:29","2021-10-28 10:58:41"
110,131,1113,109,펫돌이,"2021-04-04",남자,y,12.0,갈색,"210404-1113-0110","","","",petfins,"2021-09-24 18:42:27","2021-10-28 10:58:41"
111,131,1114,110,순돌이,"2021-02-24",여자,n,5.0,황색,"210224-1114-0111","","","",petfins,"2021-09-24 18:45:02","2021-10-28 10:58:41"
112,131,1310,111,순돌이2,"2021-02-24",여자,y,5.0,황색,"210224-1310-0112","","","",petfins,"2021-09-24 18:45:03","2021-10-28 10:58:41"
113,131,1113,112,순돌이,"2019-02-24",여자,n,5.0,황색,"190224-1113-0113","","","",petfins,"2021-09-24 18:45:03","2021-10-28 10:58:41"
114,233,1103,114,우리아기이쁜강아지다,"2021-09-25",여자,y,3.0,회색,"210925-1103-0114","","","",petfins,"2021-09-25 20:59:31","2021-10-28 10:58:41"
118,33,1105,,멍멍이,"2021-09-26",남자,n,5.0,갈색,"210926-1105-0118","","","",petfins,"2021-09-26 13:16:55","2021-10-28 10:58:41"
119,236,1310,119,장순이,"2020-12-01",여자,n,30.0,황색,"201201-1310-0119","","","",petfins,"2021-09-27 11:43:53","2021-10-28 10:58:41"
120,236,1310,120,장군이,"2020-12-01",남자,n,30.0,갈색,"201201-1310-0120","","","",petfins,"2021-09-27 11:45:16","2021-10-28 10:58:41"
122,238,1325,121,별,"2015-11-02",남자,y,35.0,검정색,"151102-1325-0122","","","",petfins,"2021-09-27 13:52:36","2021-10-28 10:58:41"
123,238,1144,122,따봉,"2014-11-01",남자,y,5.0,황색,"141101-1144-0123","","","",petfins,"2021-09-27 13:54:55","2021-10-28 10:58:41"
124,176,1211,123,이쁜강쥐,"2021-09-02",여자,n,1.0,갈색,"210902-1211-0124","","","",petfins,"2021-09-27 14:32:37","2021-10-28 10:58:41"
125,239,1451,,이쁜나의펫,"2021-09-27",여자,n,5.0,갈색,"210927-1451-0125","","","",petfins,"2021-09-27 14:55:02","2021-10-28 10:58:41"
127,33,2080,,나롱이,"2021-09-29",여자,n,3.5,회색,"210929-2080-0127","","","",petfins,"2021-09-29 16:57:18","2021-10-28 10:58:41"
128,275,1304,,테스트1,"2019-09-30",남자,y,221233.0,금색,"190930-1304-0128","","","",petfins,"2021-09-30 13:53:59","2021-10-28 10:58:41"
129,275,2001,,테스트2,"2021-09-30",여자,n,1.0,황색,"210930-2001-0129","","","",petfins,"2021-09-30 14:01:31","2021-10-28 10:58:41"
130,275,1528,,테스트3,"2021-09-30",남자,y,10.0,갈색,"210930-1528-0130","","","",petfins,"2021-09-30 14:02:02","2021-10-28 10:58:41"
131,275,1325,,테스트3,"2021-09-01",남자,y,11.0,황색,"210901-1325-0131","","","",petfins,"2021-09-30 14:02:32","2021-10-28 10:58:41"
133,353,1201,147,테스트,"2021-09-30",남자,y,20.0,갈색,"210930-1201-0133","","","",petfins,"2021-09-30 15:24:19","2021-10-28 10:58:41"
134,353,2001,148,테스트2,"2021-09-30",남자,y,1.0,갈색,"210930-2001-0134","","","",petfins,"2021-09-30 15:25:22","2021-10-28 10:58:41"
135,353,1647,,테스트,"2020-09-30",남자,y,10.0,검정색,"200930-1647-0135","","","",petfins,"2021-09-30 15:25:52","2021-10-28 10:58:41"
136,353,1126,,테스트,"2017-09-30",남자,y,20.0,갈색,"170930-1126-0136","","","",petfins,"2021-09-30 15:26:15","2021-10-28 10:58:41"
138,367,1325,152,쵸코,"2017-04-09",남자,n,25.0,갈색,"170409-1325-0138","","","",petfins,"2021-10-01 12:04:38","2021-10-28 10:58:41"
139,367,1325,153,겸둥이,"2019-02-05",남자,n,20.0,검정색,"190205-1325-0139","","","",petfins,"2021-10-01 12:06:01","2021-10-28 10:58:41"
140,369,1312,158,Chev,"2021-08-02",남자,n,15.0,검정색,"210802-1312-0140","","","",petfins,"2021-10-02 03:46:39","2021-10-28 10:58:41"
141,370,1310,159,깜직도사,"2021-03-02",남자,y,14.2,갈색,"210302-1310-0141","","","",petfins,"2021-10-02 11:45:18","2021-10-28 10:58:41"
142,377,1132,160,레오,"2020-02-27",남자,y,6.0,회색,"200227-1132-0142","","","",petfins,"2021-10-03 09:21:24","2021-10-28 10:58:41"
143,379,1128,161,요릭,"2018-02-17",남자,y,5.0,갈색,"180217-1128-0143","","","",petfins,"2021-10-04 01:12:46","2021-10-28 10:58:41"
144,379,1117,162,볼리,"2018-03-17",남자,y,10.0,흰색,"180317-1117-0144","","","",petfins,"2021-10-04 01:13:43","2021-10-28 10:58:41"
145,380,1325,163,테리,"2021-08-05",남자,n,5.4,검정색,"210805-1325-0145","","","",petfins,"2021-10-04 22:59:36","2021-10-28 10:58:41"
146,516,2003,164,하쿠,"2020-11-11",남자,y,4.1,흰색,"201111-2003-0146","","","",petfins,"2021-10-06 10:46:44","2021-10-28 10:58:41"
147,517,1325,165,꼴통,"2013-09-16",여자,n,35.0,흰색,"130916-1325-0147","","","",petfins,"2021-10-06 13:40:46","2021-10-28 10:58:41"
148,50,1310,,우주,"2017-10-01",남자,y,45.0,흰색+검정색,"171001-1324-0148","","","",petfins,"2021-10-06 14:54:31","2021-11-03 12:58:06"
149,368,1647,166,쵸코,"2017-04-09",남자,n,25.0,갈색,"170409-1647-0149","","","",petfins,"2021-10-06 15:08:18","2021-10-28 10:58:41"
150,518,1593,172,가을,"2021-07-08",여자,n,4.0,흰색+검정색,"210708-1593-0150","","","",petfins,"2021-10-06 21:35:11","2021-10-28 10:58:41"
151,520,1149,184,쿠마,"2021-03-21",남자,y,2.3,갈색,"210321-1149-0151","","","",petfins,"2021-10-07 12:28:36","2021-10-28 10:58:41"
153,489,1144,1694,코코몽,"2021-01-07",남자,y,10.0,흰색,"210107-1144-0153","","","",petfins,"2021-10-07 18:58:45","2021-12-08 12:46:02"
154,522,1312,,잭,"2021-04-05",남자,n,25.0,검정색,"210405-1312-0154","","","",petfins,"2021-10-08 10:55:22","2021-10-28 10:58:41"
155,522,1312,,마린,"2020-07-05",여자,n,45.0,검정색,"200705-1312-0155","","","",petfins,"2021-10-08 11:45:59","2021-10-28 10:58:41"
156,522,1312,,맥스,"2020-01-16",남자,n,55.0,검정색,"200116-1312-0156","","","",petfins,"2021-10-08 13:06:47","2021-10-28 10:58:41"
157,522,1312,,마루,"2020-01-05",남자,n,60.0,검정색,"200105-1312-0157","","","",petfins,"2021-10-08 13:08:10","2021-10-28 10:58:41"
158,523,1452,242,망고,"2020-12-15",여자,y,3.0,금색,"201215-1452-0158","","","",petfins,"2021-10-09 11:48:35","2021-10-28 10:58:41"
160,524,1464,255,이쁜강쥐,"2018-10-10",여자,n,10.2,갈색,"181010-1464-0160","","","",petfins,"2021-10-10 12:39:06","2021-10-28 10:58:41"
162,527,1411,258,골골이,"2020-02-10",남자,y,10.6,검정색,"200210-1411-0162","","","",petfins,"2021-10-10 21:39:35","2021-11-01 09:35:10"
167,531,1149,263,요미,"2015-11-27",여자,n,3.0,흰색,"151127-1149-0167","","","",petfins,"2021-10-11 15:07:57","2021-10-28 10:58:41"
168,531,1149,264,라온,"2019-06-25",여자,n,2.4,흰색,"190625-1149-0168","","","",petfins,"2021-10-11 15:08:53","2021-10-28 10:58:41"
170,535,1144,,초코,"2017-04-10",여자,y,4.3,갈색,"170410-1144-0170","","","",petfins,"2021-10-12 19:53:21","2021-10-28 10:58:41"
171,535,1144,,지순,"2019-03-28",여자,y,3.4,갈색,"190328-1144-0171","","","",petfins,"2021-10-12 19:54:19","2021-10-28 10:58:41"
172,536,1202,271,콩이,"2018-10-26",여자,n,6.0,황색,"181026-1202-0172","","","",petfins,"2021-10-12 20:02:58","2021-10-28 10:58:41"
173,536,1202,272,밤이,"2019-01-01",남자,y,9.0,갈색,"190101-1202-0173","","","",petfins,"2021-10-12 20:04:10","2021-10-28 10:58:41"
174,537,1128,,마루,"2021-07-09",남자,n,0.9,기타,"210709-1128-0174","","","",petfins,"2021-10-12 22:38:33","2021-10-28 10:58:41"
175,527,1203,273,깨비,"2020-10-12",남자,n,10.5,회색,"201012-1203-0175","","","",petfins,"2021-10-12 23:51:12","2021-10-28 10:58:41"
176,527,1125,274,뭉치,"2020-04-12",남자,y,2.5,갈색,"200412-1125-0176","","","",petfins,"2021-10-12 23:52:47","2021-11-01 09:36:49"
177,527,1325,275,깜치,"2018-03-12",남자,n,1.6,검정색,"180312-1325-0177","","","",petfins,"2021-10-12 23:53:43","2021-11-01 16:19:38"
178,538,1144,276,단풍,"2021-06-17",남자,n,2.7,흰색+갈색,"210617-1144-0178","","","",petfins,"2021-10-13 02:47:41","2021-10-28 10:58:41"
179,536,1202,280,양이,"2021-10-13",여자,n,5.0,회색,"211013-1202-0179","","","",petfins,"2021-10-13 11:19:40","2021-10-28 10:58:41"
181,539,1312,282,오딘,"2021-01-05",여자,n,30.0,검정색,"210105-1312-0181","","","",petfins,"2021-10-13 13:38:42","2021-10-28 10:58:41"
182,539,1312,283,태풍,"2021-06-06",남자,n,20.0,검정색,"210606-1312-0182","","","",petfins,"2021-10-13 13:39:47","2021-10-28 10:58:41"
183,542,1109,286,딸기,"2015-01-10",여자,y,2.5,흰색,"150110-1109-0183","","","",petfins,"2021-10-13 14:29:24","2021-10-28 10:58:41"
184,546,1319,,강하나,"2021-10-13",남자,n,15.0,갈색,"211013-1319-0184","","","",petfins,"2021-10-13 15:46:12","2021-10-28 10:58:41"
185,546,1325,,문맹견,"2021-10-13",여자,y,35.0,금색,"211013-1325-0185","","","",petfins,"2021-10-13 15:51:37","2021-10-28 10:58:41"
186,549,1102,,철리,"2020-07-10",남자,y,7.0,흰색+갈색,"200710-1102-0186","","","",petfins,"2021-10-13 16:01:14","2021-10-28 10:58:41"
190,558,1109,290,박의,"2018-03-30",남자,n,2.5,흰색,"180330-1109-0190","","","",petfins,"2021-10-13 22:12:23","2021-10-28 10:58:41"
191,561,1144,,장아꿍,"2017-03-21",여자,y,5.5,금색,"170321-1144-0191","","","",petfins,"2021-10-14 11:17:56","2021-10-28 10:58:41"
192,562,1529,,줄라이,"2017-05-17",여자,y,30.0,회색,"170517-1529-0192","","","",petfins,"2021-10-14 12:34:07","2021-10-28 10:58:41"
193,564,1149,,몽몽,"2019-10-15",남자,y,3.0,흰색,"191015-1149-0193","","","",petfins,"2021-10-15 11:47:00","2021-10-28 10:58:41"
194,566,2001,306,요미,"2021-06-06",여자,n,2.0,흰색,"210606-2001-0194","","","",petfins,"2021-10-15 13:10:05","2021-10-28 10:58:41"
195,567,1149,310,마,"2018-10-05",남자,y,3.2,흰색,"181005-1149-0195","","","",petfins,"2021-10-15 16:21:01","2021-10-28 10:58:41"
196,567,1149,311,미,"2016-04-05",여자,y,3.5,황색,"160405-1149-0196","","","",petfins,"2021-10-15 16:23:23","2021-10-28 10:58:41"
197,568,2047,312,후추,"2021-08-01",남자,n,0.5,흰색+회색,"210801-2047-0197","","","",petfins,"2021-10-15 16:39:10","2021-10-28 10:58:41"
198,569,1301,313,장군이,"2021-04-17",남자,n,19.5,금색,"210417-1301-0198","","","",petfins,"2021-10-15 21:21:39","2021-10-28 10:58:41"
199,570,2040,314,일구,"2020-07-14",남자,y,3.2,황색,"200714-2040-0199","","","",petfins,"2021-10-16 05:08:08","2021-10-28 10:58:41"
200,571,1116,,몽구,"2014-11-14",여자,y,6.0,흰색,"141114-1116-0200","","","",petfins,"2021-10-16 10:26:06","2021-10-28 10:58:41"
201,572,1149,,비누,"2018-07-08",여자,n,7.0,흰색,"180708-1149-0201","","","",petfins,"2021-10-16 20:11:18","2021-10-28 10:58:41"
202,573,2050,315,셀리,"2019-07-10",여자,y,3.0,흰색+황색,"190710-2050-0202","","","",petfins,"2021-10-17 02:40:03","2021-10-28 10:58:41"
203,573,2025,316,바드,"2020-07-17",여자,y,3.3,기타,"200717-2025-0203","","","",petfins,"2021-10-17 02:41:48","2021-10-28 10:58:41"
204,575,1646,317,버내너,"2021-04-01",남자,n,60.0,갈색,"210401-1646-0204","","","",petfins,"2021-10-17 21:39:03","2021-11-07 23:23:07"
205,576,1149,320,꾸뮤,"2020-08-18",여자,n,3.1,흰색,"200818-1149-0205","","","",petfins,"2021-10-17 23:27:39","2021-10-28 10:58:41"
206,577,1109,321,몽이,"2016-09-10",남자,y,3.2,흰색+금색,"160910-1109-0206","","","",petfins,"2021-10-18 04:16:11","2021-10-28 10:58:41"
207,564,1325,,뭉뭉,"2019-10-18",남자,y,8.0,회색,"191018-1325-0207","","","",petfins,"2021-10-18 11:07:21","2021-10-28 10:58:41"
208,579,1121,,콩이,"2021-01-12",여자,y,4.8,흰색,"210112-1121-0208","","","",petfins,"2021-10-18 17:30:30","2021-10-28 10:58:41"
209,580,1529,326,까미,"2020-04-20",여자,y,25.0,회색,"200420-1529-0209","","","",petfins,"2021-10-18 17:41:39","2021-10-28 10:58:41"
210,580,1325,327,까미,"2020-04-21",여자,y,24.0,갈색,"200421-1325-0210","","","",petfins,"2021-10-18 17:53:37","2021-10-28 10:58:41"
214,118,1107,,장군,"2021-10-20",남자,n,1.0,검정,"211020-1107-0214","","","",petfins,"2021-10-20 14:17:19","2021-10-28 10:58:41"
216,589,1109,362,배리,"2015-04-28",남자,n,3.4,흰색,"150428-1109-0216","","","",petfins,"2021-10-20 15:28:50","2021-10-28 10:58:41"
217,590,1149,365,은별,"2016-12-19",여자,y,2.9,흰색,"161219-1149-0217","","","",petfins,"2021-10-20 20:31:47","2021-10-31 15:21:35"
218,591,1311,366,배리,"2020-09-20",여자,n,36.0,황색,"200920-1311-0218","","","",petfins,"2021-10-20 22:38:40","2021-10-28 10:58:41"
219,591,1149,367,밀키,"2020-09-17",여자,n,3.0,흰색,"200917-1149-0219","","","",petfins,"2021-10-20 22:56:49","2021-10-28 10:58:41"
220,592,2070,368,벼리,"2016-03-17",여자,y,6.1,회색,"160317-2070-0220","","","",petfins,"2021-10-21 02:38:05","2021-10-28 10:58:41"
221,592,2070,369,루나,"2017-03-24",여자,y,6.0,검정색,"170324-2070-0221","","","",petfins,"2021-10-21 02:40:04","2021-10-28 10:58:41"
222,593,1301,370,해이즐,"2021-07-20",여자,n,3.5,금색,"210720-1301-0222","","","",petfins,"2021-10-21 09:33:53","2021-10-28 10:58:41"
223,594,1109,,꼬맹이,"2020-07-07",남자,y,2.0,흰색,"200707-1109-0223","","","",petfins,"2021-10-21 10:12:42","2021-10-28 10:58:41"
224,595,2001,372,쪼맨이,"2019-10-02",여자,y,5.0,흰색+갈색,"191002-2001-0224","","","",petfins,"2021-10-21 11:06:57","2021-10-28 10:58:41"
225,596,1101,,곰순이,"2019-10-21",남자,n,5.0,금색,"191021-1101-0225","","","",petfins,"2021-10-21 12:35:11","2021-10-28 10:58:41"
226,556,1310,,부르슴,"2020-10-21",남자,y,12.0,갈색,"201021-1310-0226","","","",petfins,"2021-10-21 13:04:42","2021-10-28 10:58:41"
227,556,2080,,냥이강,"2021-04-21",여자,n,10.0,회색,"210421-2080-0227","","","",petfins,"2021-10-21 16:30:39","2021-10-28 10:58:41"
228,556,1138,,부루루,"2019-10-21",남자,y,12.0,갈색,"191021-1138-0228","","","",petfins,"2021-10-21 16:33:08","2021-10-28 10:58:41"
229,489,2070,1695,코양이,"2021-05-21",남자,y,2.0,흰색,"210521-2070-0229","","","",petfins,"2021-10-21 17:59:15","2021-12-08 12:46:14"
230,599,1102,412,호두,"2021-09-29",남자,y,7.0,흰색+갈색,"210929-1102-0230","","","",petfins,"2021-10-22 04:33:09","2021-10-28 10:58:41"
231,600,1144,413,초코,"2020-11-19",여자,y,2.1,검정색,"201119-1144-0231","","","",petfins,"2021-10-22 08:27:10","2021-10-28 10:58:41"
232,601,2032,,기린,"2020-03-06",남자,y,4.0,흰색+검정색,"200306-2032-0232","","","",petfins,"2021-10-22 12:34:08","2021-10-28 10:58:41"
233,601,2039,,수호,"2020-03-28",여자,y,4.4,갈색,"200328-2039-0233","","","",petfins,"2021-10-22 12:34:50","2021-10-28 10:58:41"
234,602,1202,,찡이,"2015-07-22",남자,y,8.0,갈색,"150722-1202-0234","","","",petfins,"2021-10-22 13:15:23","2021-10-28 10:58:41"
235,604,1134,414,우유,"2017-07-29",남자,y,10.8,흰색,"170729-1134-0235","","","",petfins,"2021-10-22 15:17:34","2021-10-28 10:58:42"
236,609,1102,429,명기,"2020-12-05",남자,y,12.0,흰색+금색,"201205-1102-0236","","","",petfins,"2021-10-22 17:48:53","2021-10-28 10:58:42"
237,610,1516,,쏠트,"2019-03-14",남자,y,6.0,흰색,"190314-1516-0237","","","",petfins,"2021-10-22 18:27:35","2021-10-28 10:58:42"
238,611,1101,432,홍가을,"2021-07-12",남자,n,4.5,흰색,"210712-1101-0238","","","",petfins,"2021-10-22 20:19:32","2021-10-28 10:58:42"
239,612,1113,433,진솔,"2015-08-08",남자,y,5.0,갈색,"150808-1144-0239","","","",petfins,"2021-10-23 09:14:05","2021-10-31 18:58:09"
240,613,2070,434,도톨,"2019-10-01",여자,n,15.0,흰색+황색,"191001-2070-0240","","","",petfins,"2021-10-23 11:31:47","2021-10-28 10:58:42"
241,612,1312,435,로트,"2020-07-15",여자,n,15.0,검정색,"171023-1312-0241","","","",petfins,"2021-10-23 11:34:27","2022-01-12 18:16:04"
242,613,1202,436,초코,"2020-01-05",남자,y,8.0,갈색,"200105-1202-0242","","","",petfins,"2021-10-23 11:38:20","2021-10-28 10:58:42"
243,614,1309,437,밤,"2021-10-23",남자,n,5.0,갈색,"211023-1309-0243","","","",petfins,"2021-10-23 11:41:17","2021-10-28 10:58:42"
244,621,1149,438,금자,"2016-03-31",여자,y,3.0,흰색+황색,"160331-1149-0244","","","",petfins,"2021-10-23 13:29:59","2021-10-28 10:58:42"
245,622,1201,,아치,"2015-12-17",남자,y,20.0,검정색,"151217-1201-0245","","","",petfins,"2021-10-23 14:17:19","2021-10-28 10:58:42"
246,622,1201,,순돌,"2016-05-02",남자,y,17.0,흰색,"160502-1201-0246","","","",petfins,"2021-10-23 14:17:52","2021-10-28 10:58:42"
247,623,1452,439,감자,"2020-11-07",남자,y,5.8,흰색,"201107-1452-0247","","","",petfins,"2021-10-23 17:28:30","2021-10-28 10:58:42"
248,625,2001,440,길냥이,"2021-03-23",남자,n,5.0,황색,"210323-2001-0248","","","",petfins,"2021-10-23 23:03:33","2021-10-28 10:58:42"
249,628,1125,,하지,"2016-04-15",여자,y,11.0,흰색+검정색,"160415-1125-0249","","","",petfins,"2021-10-24 12:32:38","2021-10-28 10:58:42"
250,619,1109,,강아지,"2021-10-24",남자,y,80.0,검정색,"211024-1109-0250","","","",petfins,"2021-10-24 13:12:49","2021-10-28 10:58:42"
251,632,1134,,양초,"2016-12-27",여자,y,3.0,흰색,"161227-1134-0251","","","",petfins,"2021-10-24 19:01:20","2021-10-28 10:58:42"
252,632,1134,,양평,"2016-12-28",여자,y,7.0,흰색,"161228-1134-0252","","","",petfins,"2021-10-24 19:01:57","2021-10-28 10:58:42"
253,634,1121,443,쉐,"2016-05-15",여자,y,6.0,흰색,"160515-1121-0253","","","",petfins,"2021-10-24 22:54:36","2021-10-28 10:58:42"
254,634,2014,444,꼬미,"2020-04-11",여자,y,3.0,흰색+검정색,"200411-2014-0254","","","",petfins,"2021-10-24 23:05:29","2021-10-28 10:58:42"
255,635,1105,,하루,"2019-06-02",여자,y,6.0,검정색,"190602-1105-0255","","","",petfins,"2021-10-25 00:10:08","2021-10-28 10:58:42"
257,637,1128,,스칼렛,"2017-03-17",여자,n,4.3,흰색+갈색,"170317-1128-0257","","","",petfins,"2021-10-25 12:28:46","2021-10-28 10:58:42"
258,638,1452,452,포도,"2021-08-03",남자,n,1.0,금색,"210803-1452-0258","","","",petfins,"2021-10-25 12:51:40","2021-10-28 10:58:42"
259,639,2029,453,꼬미,"2020-03-04",여자,y,5.6,기타,"200304-2029-0259","","","",petfins,"2021-10-25 13:00:54","2021-10-28 10:58:42"
260,536,2079,454,고양이,"2020-10-25",여자,n,8.0,검정색,"201025-2079-0260","","","",petfins,"2021-10-25 14:56:13","2021-10-28 10:58:42"
261,642,2014,507,라온,"2020-11-20",여자,n,2.8,회색,"201120-2014-0261","","","",petfins,"2021-10-25 17:50:06","2021-10-28 10:58:42"
262,645,1138,,호두,"2017-01-26",남자,y,3.4,금색,"170126-1138-0262","","","",petfins,"2021-10-26 01:23:45","2021-10-28 10:58:42"
